entity,country,indigenous_to_name,indigenous_to_entity,latitude,longitude,location_entity,location_name
Q6667767,Kenya,,,,,,
Q6667767,Kenya,Kakamega County,Q1721867,,,,
Q6667767,Kenya,Vihiga County,Q1313202,,,,
Q32930,,,,0.75,34.6666666667,,
Q32930,Kenya,,,,,,
Q32930,Uganda,,,,,,
Q32930,Kenya,Bungoma County,Q2928204,,,,
Q32930,Kenya,Kakamega County,Q1721867,,,,
Q32930,Kenya,Trans-Nzoia county,Q1278653,,,,
Q32930,Uganda,Uganda,Q1036,,,,
Q35777,Sudan,,,,,,
Q56507,Democratic Republic of the Congo,,,,,,
Q56507,Uganda,,,,,,
Q56507,Democratic Republic of the Congo,Ituri Interim Administration,Q750659,,,,
Q56507,Uganda,Arua District,Q1229758,,,,
Q56507,Uganda,Nebbi District,Q1375825,,,,
Q56507,Uganda,Yumbe District,Q1362587,,,,
Q56507,Uganda,Zombo District,Q3539730,,,,
Q33597,,,,-12.0,22.0,,
Q33597,Angola,,,,,,
Q33597,Zambia,,,,,,
Q33597,Angola,Moxico Province,Q173988,,,,
Q33597,Zambia,Western Province,Q748486,,,,
Q33597,Zambia,Northwestern Province,Q846320,,,,
Q56362,,,,8.0,28.0,,
Q56362,South Sudan,,,,,,
Q34926,,,,3.0,32.6666666667,,
Q34926,Uganda,,,,,,
Q34926,South Sudan,,,,,,
Q34926,Uganda,Gulu District,Q1028215,,,,
Q34926,Uganda,Kitgum District,Q500162,,,,
Q34926,Uganda,Pader District,Q1230035,,,,
Q34926,Uganda,Koboko District,Q1318857,,,,
Q34926,Uganda,Oyam District,Q1318833,,,,
Q3089032,,,,12.5,-2.66666666667,,
Q3089032,Burkina Faso,,,,,,
Q3089032,Burkina Faso,Centre,Q515655,,,,
Q3089032,Burkina Faso,Centre-Ouest Region,Q850075,,,,
Q3089032,Burkina Faso,Est Region,Q850088,,,,
Q3089032,Burkina Faso,"Nord Region, Burkina Faso",Q502320,,,,
Q3089032,Burkina Faso,Nayala Province,Q1141776,,,,
Q2328761,,,,-2.0,115.0,,
Q2328761,Indonesia,,,,,,
Q2328761,Indonesia,,,,,Q3891,Central Kalimantan
Q2328761,Indonesia,Kalimantan,Q3795,,,,
Q2328761,Indonesia,South Kalimantan,Q3906,,,,
Q2328761,Indonesia,Central Kalimantan,Q3891,,,,
Q795327,,,,6.0,36.9166666667,,
Q795327,Ethiopia,,,,,,
Q35787,,,,-3.0,36.0,,
Q35787,Kenya,,,,,,
Q35787,Tanzania,,,,,,
Q35787,Kenya,Kajiado County,Q285072,,,,
Q35787,Kenya,Nairobi,Q3870,,,,
Q35787,Kenya,Kiambu County,Q2575594,,,,
Q35787,Kenya,Laikipia County,Q1800699,,,,
Q35787,Kenya,Nairobi County,Q3335223,,,,
Q35787,Kenya,Narok County,Q1852220,,,,
Q35787,Tanzania,Arusha Region,Q329261,,,,
Q35787,Tanzania,Dodoma Region,Q213268,,,,
Q35787,Tanzania,Kilimanjaro Region,Q328922,,,,
Q35787,Tanzania,Mara Region,Q458406,,,,
Q35787,Tanzania,Tanga Region,Q389737,,,,
Q35787,Tanzania,Manyara Region,Q331117,,,,
Q3281043,,,,-25.0,-57.5,,
Q3281043,Paraguay,,,,,,
Q3281043,Paraguay,Alto Paraná Department,Q682654,,,,
Q3281043,Paraguay,Central Department,Q372461,,,,
Q3281043,Paraguay,Presidente Hayes Department,Q750551,,,,
Q3281043,Paraguay,San Pedro Department,Q526176,,,,
Q3281043,Paraguay,Cordillera Department,Q755121,,,,
Q3281043,Paraguay,Itapúa,Q222564,,,,
Q3281043,Paraguay,Asunción,Q2933,,,,
Q3915441,,,,-12.0,-72.6666666667,,
Q3915441,Peru,,,,,,
Q3915441,Peru,Cusco Departament,Q205057,,,,
Q3915441,Peru,Madre de Dios,Q210896,,,,
Q3915441,Peru,Ucayali,Q207424,,,,
Q12953684,Venezuela,,,,,,
Q12953684,Venezuela,Amazonas,Q170453,,,,
Q3275059,,,,-0.333333333333,-70.1666666667,,
Q3275059,Brazil,,,,,,
Q3275059,Colombia,,,,,,
Q3275059,Brazil,Amazonas,Q40040,,,,
Q3275059,Colombia,Vaupés Department,Q234505,,,,
Q56633,,,,4.0,-60.0,,
Q56633,Brazil,,,,,,
Q56633,Guyana,,,,,,
Q56633,Venezuela,,,,,,
Q56633,Brazil,Roraima,Q42508,,,,
Q56633,Guyana,Potaro-Siparuni,Q1454035,,,,
Q56633,Guyana,Upper Takutu-Upper Essequibo,Q1516381,,,,
Q56633,Venezuela,Bolívar,Q191164,,,,
Q3915843,,,,8.75,8.25,,
Q3915843,Nigeria,,,,,,
Q3915843,Nigeria,Federal Capital Territory,Q509300,,,,
Q3915843,Nigeria,Kaduna State,Q878284,,,,
Q3915843,Nigeria,Nasarawa State,Q836645,,,,
Q3275205,Papua New Guinea,,,,,,
Q3275205,Papua New Guinea,Central Province,Q874942,,,,
Q3275205,Papua New Guinea,New Ireland Province,Q838690,,,,
Q36213,,,,-7.0,113.5,,
Q36213,Indonesia,,,,,,
Q36213,Indonesia,,,,,Q3586,East Java
Q36213,Indonesia,East Java,Q3586,,,,
Q36213,Indonesia,Java,Q3757,,,,
Q36213,Indonesia,Kalimantan,Q3795,,,,
Q36213,Indonesia,South Kalimantan,Q3906,,,,
Q35819,Cameroon,,,,,,
Q35819,Nigeria,,,,,,
Q35819,Cameroon,Far North,Q823976,,,,
Q35819,Cameroon,North Region,Q502341,,,,
Q35819,Nigeria,Borno State,Q130626,,,,
Q35819,Nigeria,Federal Capital Territory,Q509300,,,,
Q4356243,Philippines,,,,,,
Q4356243,Philippines,Central Luzon,Q13617,,,,
Q4356243,Philippines,Pampanga,Q13870,,,,
Q4356243,Philippines,Tarlac,Q13892,,,,
Q4356243,Philippines,Zambales,Q13895,,,,
Q7179700,Mexico,,,,,,
Q7179700,Mexico,Oaxaca,Q34110,,,,
Q9067,Hungary,,,,,,
Q9067,Romania,,,,,,
Q9067,Slovakia,,,,,,
Q9067,Ukraine,,,,,,
Q9067,Serbia,,,,,,
Q9067,Croatia,,,,,,
Q9067,Austria,,,,,,
Q9067,Slovenia,,,,,,
Q9067,Austria,Austria,Q40,,,,
Q9067,Austria,Burgenland,Q43210,,,,
Q9067,Austria,Lower Austria,Q42497,,,,
Q9067,Austria,Styria,Q41358,,,,
Q9067,Austria,Vienna,Q1741,,,,
Q9067,First Republic of Austria,Vienna,Q1741,,,,
Q9067,Austria-Hungary,Vienna,Q1741,,,,
Q9067,Republic of German-Austria,Vienna,Q1741,,,,
Q9067,Austrian Empire,Vienna,Q1741,,,,
Q9067,Federal State of Austria,Vienna,Q1741,,,,
Q9067,Nazi Germany,Vienna,Q1741,,,,
Q9067,Habsburg Monarchy,Vienna,Q1741,,,,
Q9067,Archduchy of Austria,Vienna,Q1741,,,,
Q9067,Duchy of Austria,Vienna,Q1741,,,,
Q9067,Margraviate of Austria,Vienna,Q1741,,,,
Q9067,Duchy of Bavaria,Vienna,Q1741,,,,
Q9067,Allied-occupied Austria,Vienna,Q1741,,,,
Q9067,Hungary,Hungary,Q28,,,,
Q9067,Romania,Bacău County,Q179779,,,,
Q9067,Romania,Alba County,Q45868,,,,
Q9067,Romania,Bihor County,Q179588,,,,
Q9067,Romania,Bistrița-Năsăud County,Q181513,,,,
Q9067,Romania,Cluj County,Q182624,,,,
Q9067,Romania,Covasna County,Q188959,,,,
Q9067,Kingdom of Romania,Harghita County,Q190702,,,,
Q9067,Austria-Hungary,Harghita County,Q190702,,,,
Q9067,Hungary,Harghita County,Q190702,,,,
Q9067,Romania,Harghita County,Q190702,,,,
Q9067,Romania,Neamț County,Q188661,,,,
Q9067,Romania,Sibiu County,Q184797,,,,
Q9067,Romania,Satu Mare County,Q165459,,,,
Q9067,Serbia,North Bačka District,Q648758,,,,
Q9067,Serbia,Central Banat District,Q425782,,,,
Q9067,Serbia,North Banat District,Q728041,,,,
Q9067,Serbia,South Bačka District,Q648718,,,,
Q9067,Serbia and Montenegro,South Bačka District,Q648718,,,,
Q9067,Federal Republic of Yugoslavia,South Bačka District,Q648718,,,,
Q9067,Serbia,Vojvodina,Q44749,,,,
Q9067,Serbia and Montenegro,Vojvodina,Q44749,,,,
Q9067,Federal Republic of Yugoslavia,Vojvodina,Q44749,,,,
Q9067,Kingdom of Yugoslavia,Vojvodina,Q44749,,,,
Q9067,Socialist Federal Republic of Yugoslavia,Vojvodina,Q44749,,,,
Q9067,Socialist Federal Republic of Yugoslavia,Vojvodina,Q44749,,,,
Q9067,Slovakia,Bratislava Region,Q183498,,,,
Q9067,Czech and Slovak Federal Republic,Bratislava Region,Q183498,,,,
Q9067,Czechoslovak Socialist Republic,Bratislava Region,Q183498,,,,
Q9067,Czechoslovak Republic,Bratislava Region,Q183498,,,,
Q9067,Third Czechoslovak Republic,Bratislava Region,Q183498,,,,
Q9067,Slovak State (1939-1945),Bratislava Region,Q183498,,,,
Q9067,Second Czechoslovak Republic,Bratislava Region,Q183498,,,,
Q9067,First Czechoslovak Republic,Bratislava Region,Q183498,,,,
Q9067,Slovakia,Banská Bystrica Region,Q183640,,,,
Q9067,Slovakia,Košice Region,Q186295,,,,
Q9067,Slovakia,Nitra Region,Q184548,,,,
Q9067,Slovakia,Trnava Region,Q181342,,,,
Q9067,Ukraine,Zakarpattia Oblast,Q170213,,,,
Q4830892,,,,-1.33333333333,132.5,,
Q4830892,Indonesia,,,,,,
Q4830892,Indonesia,Papua,Q5095,,,,
Q4830892,Indonesia,West Papua,Q5096,,,,
Q4830892,,Maibrat people,Q56391786,,,,
Q3038645,,,,-3.5,134.0,,
Q3038645,Indonesia,,,,,,
Q3038645,Indonesia,Papua,Q5095,,,,
Q3038645,Indonesia,West Papua,Q5096,,,,
Q36109,,,,26.0,86.0,,
Q36109,India,,,,,,
Q36109,Nepal,,,,,,
Q36109,India,Mumbai,Q1156,,,,
Q36109,Portuguese Empire,Mumbai,Q1156,,,,
Q36109,Kingdom of England,Mumbai,Q1156,,,,
Q36109,Company rule in India,Mumbai,Q1156,,,,
Q36109,British India,Mumbai,Q1156,,,,
Q36109,India,Bihar,Q1165,,,,
Q36109,India,Delhi,Q1353,,,,
Q36109,British India,Delhi,Q1353,,,,
Q36109,Mughal Empire,Delhi,Q1353,,,,
Q36109,Sur Empire,Delhi,Q1353,,,,
Q36109,Mughal Empire,Delhi,Q1353,,,,
Q36109,Delhi Sultanate,Delhi,Q1353,,,,
Q36109,Ghurid Empire,Delhi,Q1353,,,,
Q36109,Chahamanas of Shakambhari,Delhi,Q1353,,,,
Q36109,Tomara dynasty,Delhi,Q1353,,,,
Q36109,Nepal,Janakpur Zone,Q9152,,,,
Q36109,Nepal,Kosi Zone,Q9170,,,,
Q36109,Nepal,Narayani Zone,Q9183,,,,
Q36109,Nepal,Sagarmatha Zone,Q9195,,,,
Q6737223,Papua New Guinea,,,,,,
Q6737223,Papua New Guinea,Milne Bay Province,Q874962,,,,
Q6737223,Papua New Guinea,Oro Province,Q753686,,,,
Q35803,,,,3.41666666667,12.25,,
Q35803,Cameroon,,,,,,
Q35803,Cameroon,East Region,Q845168,,,,
Q35803,Cameroon,North Region,Q502341,,,,
Q33643,,,,-5.41666666667,119.583333333,,
Q33643,Indonesia,,,,,,
Q33643,Indonesia,,,,,Q5078,South Sulawesi
Q33643,Indonesia,Sulawesi,Q3812,,,,
Q33643,Indonesia,South Sulawesi,Q5078,,,,
Q33604,,,,-15.0,38.6666666667,,
Q33604,Mozambique,,,,,,
Q33604,Tanzania,,,,,,
Q33604,Mozambique,Niassa Province,Q622799,,,,
Q33604,Mozambique,Nampula Province,Q622794,,,,
Q33604,Mozambique,Cabo Delgado Province,Q466538,,,,
Q33604,Tanzania,Mtwara Region,Q499465,,,,
Q33604,Tanzania,Ruvuma Region,Q115318,,,,
Q15069308,,,,-20.0,47.0,,
Q15069308,Madagascar,,,,,,
Q3124354,Indonesia,,,,,,
Q3124354,Indonesia,,,,,Q18961,Kepulauan Tanimbar
Q3124354,Indonesia,,,,,Q16569,Seram Bagian Timur
Q3124354,Indonesia,,,,,Q4201768,Maluku Tengah
Q3124354,Indonesia,,,,,Q16564,Buru
Q3124354,Indonesia,,,,,Q16561,Kepulauan Aru
Q3124354,Indonesia,,,,,Q19151,Ternate
Q3124354,Indonesia,,,,,Q19150,Halmahera Barat
Q3124354,Indonesia,Maluku,Q5093,,,,
Q1068112,,,,1.5,124.833333333,,
Q1068112,Indonesia,,,,,,
Q1068112,Indonesia,,,,,Q5068,North Sulawesi
Q1068112,Indonesia,Gorontalo,Q5067,,,,
Q1068112,Indonesia,North Sulawesi,Q5068,,,,
Q1068112,Indonesia,Sulawesi,Q3812,,,,
Q6743679,Tanzania,,,,,,
Q6743679,Tanzania,Mbeya Region,Q458382,,,,
Q9166,Malta,,,,,,
Q9166,Canada,,,,,,
Q9166,United States of America,,,,,,
Q9166,Australia,,,,,,
Q9166,United Kingdom,,,,,,
Q9166,,Maltese people,Q1286876,,,,
Q9166,Malta,Malta,Q233,,,,
Q9166,Commonwealth of Nations,Malta,Q233,,,,
Q33467,Guatemala,,,,,,
Q33467,Mexico,,,,,,
Q33467,Guatemala,Huehuetenango Department,Q842266,,,,
Q33467,Guatemala,Quetzaltenango Department,Q844502,,,,
Q33467,Guatemala,Retalhuleu Department,Q888307,,,,
Q33467,Guatemala,Sacatepéquez Department,Q508804,,,,
Q33467,Guatemala,San Marcos Department,Q883907,,,,
Q33467,Mexico,Chiapas,Q60123,,,,
Q3206623,,,,9.41666666667,125.5,,
Q3206623,Philippines,,,,,,
Q3206623,Philippines,Caraga,Q13704,,,,
Q3206623,Philippines,Agusan del Norte,Q13714,,,,
Q3206623,Philippines,Surigao del Norte,Q13889,,,,
Q36187,Mali,,,,,,
Q36187,Mali,Wassoulou,Q461298,,,,
Q36187,Mali,Ségou Region,Q656845,,,,
Q6745452,,,,-3.08333333333,119.666666667,,
Q6745452,Indonesia,,,,,,
Q6745452,Indonesia,Sulawesi,Q3812,,,,
Q6745452,Indonesia,South Sulawesi,Q5078,,,,
Q6745452,Indonesia,West Sulawesi,Q5082,,,,
Q626210,,,,-13.20611111,31.91833333,,
Q626210,,,,-9.08333333333,31.1666666667,,
Q626210,Zambia,,,,,,
Q626210,Tanzania,,,,,,
Q626210,Tanzania,Rukwa Region,Q153329,,,,
Q626210,Tanzania,Tanga Region,Q389737,,,,
Q626210,Zambia,Northern Province,Q778738,,,,
Q35804,,,,10.3333333333,-0.666666666667,,
Q35804,Ghana,,,,,,
Q35804,Ghana,Northern Region,Q502215,,,,
Q35804,Ghana,Volta Region,Q712832,,,,
Q35804,Ghana,Upper East Region,Q712828,,,,
Q6746851,,,,-4.0,145.0,,
Q6746851,Papua New Guinea,,,,,,
Q6746851,Papua New Guinea,Madang Province,Q326254,,,,
Q6747931,India,,,,,,
Q6747931,India,Himachal Pradesh,Q1177,,,,
Q12952572,Niger,,,,,,
Q12952572,Nigeria,,,,,,
Q12952572,Niger,Diffa Region,Q1053302,,,,
Q12952572,Niger,Zinder Region,Q204367,,,,
Q12952572,Nigeria,Bauchi State,Q503936,,,,
Q12952572,Nigeria,Jigawa State,Q682691,,,,
Q12952572,Nigeria,Yobe State,Q682777,,,,
Q12952294,Papua New Guinea,,,,,,
Q12952294,Papua New Guinea,Morobe Province,Q853664,,,,
Q12952294,Papua New Guinea,Oro Province,Q753686,,,,
Q3285748,,,,-8.5,120.333333333,,
Q3285748,Indonesia,,,,,,
Q3285748,Indonesia,,,,,Q14153,Manggarai Barat
Q3285748,Indonesia,,,,,Q14137,Manggarai Timur
Q3285748,Indonesia,,,,,Q14143,Manggarai
Q3285748,Indonesia,,,,,Q30337512,Manjaga
Q3285748,Indonesia,,,,,Q30337620,Saboloh Besar
Q3285748,Indonesia,,,,,Q25019216,Pulau Kelor
Q3285748,Indonesia,,,,,Q25324188,Tukoh Didiki Kanang
Q3285748,Indonesia,,,,,Q30337617,Tembang
Q3285748,Indonesia,,,,,Q30337616,Sature Kecil
Q3285748,Indonesia,,,,,Q30337625,Tikus
Q3285748,Indonesia,,,,,Q30337629,Purung Nusa
Q3285748,Indonesia,,,,,Q30337633,Intan
Q3285748,Indonesia,,,,,Q30337640,Papagaran Besar
Q3285748,Indonesia,,,,,Q25324178,Pulau Muntia
Q3285748,Indonesia,,,,,Q24843462,Pulau Sababi
Q3285748,Indonesia,,,,,Q19746098,Labuan Bajo
Q3285748,Indonesia,,,,,Q1708604,Ruteng
Q3285748,Indonesia,,,,,Q894053,Borong
Q3285748,Indonesia,Manggarai people,Q2087357,,,,
Q3285748,Indonesia,East Nusa Tenggara,Q5061,,,,
Q713659,,,,8.75,17.0,,
Q713659,Chad,,,,,,
Q713659,Chad,Logone Oriental Region,Q167514,,,,
Q713659,Chad,Mandoul Region,Q597410,,,,
Q713659,Chad,Tandjilé Region,Q867856,,,,
Q6749147,Papua New Guinea,,,,,,
Q6749147,Papua New Guinea,East New Britain Province,Q753702,,,,
Q6749147,Papua New Guinea,West New Britain Province,Q667468,,,,
Q35789,,,,12.0833333333,-15.9166666667,,
Q35789,Guinea-Bissau,,,,,,
Q35789,Senegal,,,,,,
Q35789,Guinea-Bissau,Bolama region,Q151909,,,,
Q35789,Guinea-Bissau,Bissau,Q3739,,,,
Q35789,Portuguese Empire,Bissau,Q3739,,,,
Q35789,Guinea-Bissau,Cacheu Region,Q780838,,,,
Q35789,Guinea-Bissau,Quinara Region,Q862617,,,,
Q35789,Guinea-Bissau,Tombali Region,Q1047255,,,,
Q35789,Senegal,Sédhiou,Q589848,,,,
Q35789,Senegal,Ziguinchor,Q822692,,,,
Q3913286,,,,7.0,-9.0,,
Q3913286,Guinea,,,,,,
Q3913286,Liberia,,,,,,
Q3913286,Guinea,Lola Prefecture,Q623145,,,,
Q3913286,Guinea,Nzérékoré Region,Q870146,,,,
Q3913286,Guinea,Nzérékoré Prefecture,Q1471203,,,,
Q3913286,Guinea,Yomou Prefecture,Q623139,,,,
Q3913286,Liberia,Bong County,Q877578,,,,
Q3913286,Liberia,Grand Bassa County,Q1047895,,,,
Q3913286,Liberia,Nimba,Q868497,,,,
Q12952800,Philippines,,,,,,
Q12952800,Philippines,Davao Region,Q13694,,,,
Q12952800,Philippines,Davao de Oro,Q13789,,,,
Q12952800,Philippines,Davao Oriental,Q13806,,,,
Q6753787,Papua New Guinea,,,,,,
Q6753787,Papua New Guinea,Morobe Province,Q853664,,,,
Q6753787,Papua New Guinea,Oro Province,Q753686,,,,
Q2927370,Papua New Guinea,,,,,,
Q2927370,Papua New Guinea,Morobe Province,Q853664,,,,
Q2927370,Papua New Guinea,Oro Province,Q753686,,,,
Q33730,,,,-38.0,-72.0,,
Q33730,Argentina,,,,,,
Q33730,Chile,,,,,,
Q33730,Argentina,Buenos Aires,Q1486,,,,
Q33730,Argentina,Mendoza,Q44797,,,,
Q33730,Argentina,Neuquén Province,Q44800,,,,
Q33730,Argentina,Río Negro Province,Q44802,,,,
Q33730,Argentina,Chubut Province,Q45007,,,,
Q33730,Chile,Araucanía Region,Q2176,,,,
Q33730,Chile,Los Lagos Region,Q2178,,,,
Q33730,Chile,Los Ríos Region,Q2177,,,,
Q56378,India,,,,,,
Q56378,India,Assam,Q1164,,,,
Q56378,India,Manipur,Q1193,,,,
Q56614,Chad,,,,,,
Q56614,Chad,Tandjilé Region,Q867856,,,,
Q6763404,Papua New Guinea,,,,,,
Q6763404,Papua New Guinea,Madang Province,Q326254,,,,
Q12952908,India,,,,,,
Q12952908,India,Manipur,Q1193,,,,
Q12952814,Uganda,,,,,,
Q12952814,Uganda,Kapchorwa District,Q1229921,,,,
Q12952814,Uganda,Mbale District,Q581822,,,,
Q12952814,Uganda,Sironko District,Q1375835,,,,
Q12952814,Uganda,Butaleja District,Q1375755,,,,
Q12952814,Uganda,Manafwa District,Q1375789,,,,
Q12952814,Uganda,Namutumba District,Q1375819,,,,
Q56668,,,,10.5,15.5,,
Q56668,Chad,,,,,,
Q56668,Cameroon,,,,,,
Q56668,Cameroon,Far North,Q823976,,,,
Q56668,Cameroon,East Region,Q845168,,,,
Q56668,Cameroon,North Region,Q502341,,,,
Q56668,Cameroon,South Region,Q857122,,,,
Q56668,Chad,Chari-Baguirmi Region,Q843975,,,,
Q56668,Chad,Mayo-Kebbi Est Region,Q911421,,,,
Q33948,Philippines,,,,,,
Q33948,Philippines,Bicol Region,Q13662,,,,
Q33948,Philippines,Masbate,Q13847,,,,
Q3297282,Vanuatu,,,,,,
Q3297282,Vanuatu,Malampa,Q740656,,,,
Q3501751,Cameroon,,,,,,
Q3501751,Cameroon,Far North,Q823976,,,,
Q3501751,Cameroon,East Region,Q845168,,,,
Q3501751,Cameroon,North Region,Q502341,,,,
Q3501751,Cameroon,West Region,Q165784,,,,
Q3501751,Cameroon,South Region,Q857122,,,,
Q3501751,Cameroon,Southwest,Q607499,,,,
Q6787447,,,,7.75,125.0,,
Q6787447,Philippines,,,,,,
Q6787447,Philippines,Northern Mindanao,Q13690,,,,
Q6787447,Philippines,Davao Region,Q13694,,,,
Q6787447,Philippines,Soccsksargen,Q13701,,,,
Q6787447,Philippines,Bukidnon,Q13753,,,,
Q6787447,Philippines,Davao del Sur,Q13794,,,,
Q6787447,Philippines,Cotabato,Q13791,,,,
Q3299190,Papua New Guinea,,,,,,
Q3299190,Papua New Guinea,Morobe Province,Q853664,,,,
Q3299190,Papua New Guinea,Madang Province,Q326254,,,,
Q3299190,Papua New Guinea,Oro Province,Q753686,,,,
Q2981620,,,,-5.41666666667,-73.25,,
Q2981620,Peru,,,,,,
Q2981620,Brazil,,,,,,
Q2981620,Brazil,Amazonas,Q40040,,,,
Q2981620,Peru,Loreto,Q200938,,,,
Q20639851,,,,23.0,33.0,,
Q20639851,Egypt,,,,,,
Q20639851,Egypt,Aswan Governorate,Q29937,,,,
Q12952942,India,,,,,,
Q12952942,Myanmar,,,,,,
Q12952942,India,Mizoram,Q1502,,,,
Q12952942,Myanmar,Chin State,Q46910,,,,
Q6794095,Papua New Guinea,,,,,,
Q6794095,Papua New Guinea,Madang Province,Q326254,,,,
Q3029682,,,,-18.0,-40.0,,
Q3029682,Brazil,,,,,,
Q3029682,Brazil,Bahia,Q40430,,,,
Q3029682,Brazil,Minas Gerais,Q39109,,,,
Q3302929,,,,13.0,-84.5,,
Q3302929,Honduras,,,,,,
Q3302929,Nicaragua,,,,,,
Q3302929,Honduras,Colón,Q867117,,,,
Q3302929,Honduras,Gracias a Dios Department,Q867112,,,,
Q3302929,Honduras,Olancho Department,Q867089,,,,
Q3302929,Nicaragua,North Caribbean Coast Autonomous Region,Q498452,,,,
Q3302929,Nicaragua,Jinotega Department,Q728120,,,,
Q56729,,,,26.0,-108.0,,
Q56729,Mexico,,,,,,
Q56729,Mexico,Sinaloa,Q80252,,,,
Q56729,Mexico,Sonora,Q46422,,,,
Q6797580,,,,3.0,29.0,,
Q6797580,Democratic Republic of the Congo,,,,,,
Q6797580,Democratic Republic of the Congo,Haut-Uele,Q751632,,,,
Q12953579,Philippines,,,,,,
Q12953579,Philippines,Ifugao,Q13812,,,,
Q12953579,Philippines,Mountain Province,Q13861,,,,
Q3033565,,,,8.25,17.5,,
Q3033565,Central African Republic,,,,,,
Q3033565,Chad,,,,,,
Q3033565,Central African Republic,Ouham Prefecture,Q726620,,,,
Q3033565,Chad,Mandoul Region,Q597410,,,,
Q6799756,,,,-4.066061,144.730692,,
Q6799756,Papua New Guinea,,,,,,
Q6799756,Papua New Guinea,Madang Province,Q326254,,,,
Q3502213,Cameroon,,,,,,
Q3502213,Cameroon,Far North,Q823976,,,,
Q3913324,Nigeria,,,,,,
Q3913324,Nigeria,Adamawa State,Q337514,,,,
Q3913324,Nigeria,Federal Capital Territory,Q509300,,,,
Q3303572,,,,-5.66666666667,148.083333333,,
Q3303572,Papua New Guinea,,,,,,
Q3303572,Papua New Guinea,Morobe Province,Q853664,,,,
Q3303572,Papua New Guinea,Oro Province,Q753686,,,,
Q34170,,,,-14.112222222222222,21.435277777777777,,
Q34170,Angola,,,,,,
Q34170,Zambia,,,,,,
Q34170,Angola,Moxico Province,Q173988,,,,
Q34170,Zambia,Western Province,Q748486,,,,
Q34170,Zambia,Northwestern Province,Q846320,,,,
Q3915584,Argentina,,,,,,
Q3915584,Brazil,,,,,,
Q3915584,Paraguay,,,,,,
Q3915584,Argentina,Misiones Province,Q44798,,,,
Q3915584,Argentina,Corrientes,Q44758,,,,
Q3915584,Brazil,Espírito Santo,Q43233,,,,
Q3915584,Brazil,Minas Gerais,Q39109,,,,
Q3304803,,,,-8.33333333333,146.5,,
Q3304803,Papua New Guinea,,,,,,
Q3304803,Papua New Guinea,Central Province,Q874942,,,,
Q36166,Papua New Guinea,,,,,,
Q36166,Papua New Guinea,Western Highlands Province,Q849807,,,,
Q36166,Papua New Guinea,Western Province,Q849790,,,,
Q36166,,Melpa people,Q4287811,,,,
Q7446815,,,,-3.666057,142.570816,,
Q7446815,Papua New Guinea,,,,,,
Q7446815,Papua New Guinea,Sandaun Province,Q753689,,,,
Q3305831,Papua New Guinea,,,,,,
Q3305831,Papua New Guinea,East New Britain Province,Q753702,,,,
Q3305831,Papua New Guinea,West New Britain Province,Q667468,,,,
Q3502314,Cameroon,,,,,,
Q3502314,Cameroon,Far North,Q823976,,,,
Q3502314,Cameroon,North Region,Q502341,,,,
Q3502314,Cameroon,West Region,Q165784,,,,
Q36054,Cameroon,,,,,,
Q36054,Cameroon,East Region,Q845168,,,,
Q36054,Cameroon,North Region,Q502341,,,,
Q36054,Cameroon,West Region,Q165784,,,,
Q36054,Cameroon,South Region,Q857122,,,,
Q53482453,Mexico,,,,,,
Q53482453,Mexico,Guerrero,Q60158,,,,
Q13321,,,,45.0,-63.0,,
Q13321,Canada,,,,,,
Q13321,Canada,New Brunswick,Q1965,,,,
Q13321,Canada,Nova Scotia,Q1952,,,,
Q13321,Canada,Prince Edward Island,Q1979,,,,
Q13321,Canada,Quebec,Q176,,,,
Q13541830,Mexico,,,,,,
Q13541830,Mexico,Oaxaca,Q34110,,,,
Q12952846,,,,-4.75,141.5,,
Q12952846,Papua New Guinea,,,,,,
Q12952846,Papua New Guinea,East Sepik Province,Q690880,,,,
Q12952846,Papua New Guinea,Sandaun Province,Q753689,,,,
Q2896217,,,,18.5,-103.0,,
Q2896217,Mexico,,,,,,
Q2896217,Mexico,Michoacán,Q79861,,,,
Q12952359,Indonesia,,,,,,
Q12952359,Indonesia,Bali,Q3125978,,,,
Q12952359,Indonesia,Papua,Q5095,,,,
Q11732448,Papua New Guinea,,,,,,
Q11732448,Papua New Guinea,Morobe Province,Q853664,,,,
Q11732448,Papua New Guinea,Oro Province,Q753686,,,,
Q33450,Benin,,,,,,
Q33450,Togo,,,,,,
Q33450,Benin,Atlantique Department,Q29147,,,,
Q33450,Benin,Mono Department,Q29135,,,,
Q33450,Togo,Maritime,Q316291,,,,
Q6863278,,,,-9.6,150.466666667,,
Q6863278,Papua New Guinea,,,,,,
Q6863278,Papua New Guinea,Milne Bay Province,Q874962,,,,
Q948514,,,,-1.0,-74.0,,
Q948514,,,,-0.333333333333,-74.0,,
Q948514,Colombia,,,,,,
Q948514,Peru,,,,,,
Q948514,Colombia,Amazonas Department,Q44724,,,,
Q948514,Colombia,Caquetá Department,Q13985,,,,
Q948514,Colombia,Putumayo Department,Q232953,,,,
Q13330,Portugal,,,,,,
Q13330,Portugal,Bragança,Q373528,,,,
Q6875666,Papua New Guinea,,,,,,
Q6875666,Papua New Guinea,Milne Bay Province,Q874962,,,,
Q3316328,,,,27.9166666667,93.8333333333,,
Q3316328,,,,28.5,94.8333333333,,
Q3316328,India,,,,,,
Q3316328,India,Arunachal Pradesh,Q1162,,,,
